date,fulltxt
2019.04.02. 12:59,"게임 실행새캐릭 생성 하면 팅기고 , 녹색게이지 만땅 되면 팅기고. .?게임에 접속을 해야 프로필에있는 ID를 알죠. .?접속이 안되는데 어떻게 문의를 하나요.작년 5월부터 하다가 지우고 복귀했는데 접속이 안되요. 아이폰6 쓰는데. . 잘만됬었음.ㅜㅜ"
2019.04.02. 09:52,아 그런데 마법봉 악용자들은 어찌됨?강아지들아.. 그냥 이렇게 넘어갈꺼야?사과 보상 이딴거 안바라니..악용자들만 좀 처벌해주면 안될까?
2019.04.01. 19:05,운영자님 배너가 잘못된 것 같아 말씀드립니다.대문에 쪼꼬마난 배너 모아놓은 곳에 있는?초보자 가이드 배너가 초보자 가이드로?안 가고 자유게시판으로 가네요.URL 설정을 잘못 해놓으신 것 같아요.이상입니다.
2019.03.31. 14:54,아이패드 렉 너무 심해요 마법봉 버그 그시점부터 렉이 너어어어무 심해요카던도 못하겟고 공성도 못하겟고 자사도 못하겠음렉 걸리다 팅김.... 라그 할려고 아이패드 산건데 라그를 못함 해결좀 해주시죠 저만 그런거 아니던데...
2019.03.31. 10:34,무라마사 마법부여 건의얼러 만드세요?무라마사 업그레이드
2019.03.31. 01:14,부캐 금훈장 건의안녕하세요.방금 집사 - 승급미션 을 잘못 눌러서 부캐가 금훈장을 4개 먹어버렸습니다.이거 본캐로 창고이동도 안되고 다시 되돌릴 방법이 없을까요?제 실수지만 금훈장4개 너무 아쉽습니다...답장 기다리겠습니다.
2019.03.30. 22:00,운영자님 pc라그처럼 로가 주력딜 베니싱 만들어주세요ㅜㅜ주렧딜 하나만 부탁드립니다...쉴체로는 뭔가 딜량이 부족함로가도 딜량좀 높은게 필요함!!!!!!!!!!!!!!!
2019.03.30. 13:24,직변도 고코로 나온만큼..무기 외형도 한번뽑은거 고코써서 교환권으로 되돌아가는거.그런거안나오려나 성별도바꾸는시대인데.
2019.03.30. 07:55,친구목록 다중선택 목록 기능좀 넣어라프론테라 브금도 좀 바꾸고 건의게시판 보기는하냐?
2019.03.29. 21:48,결제 햇는데 고코 미지급이네요아이디?4297670237 입니다확인부탁드립니다
2019.03.29. 15:07,금색훈장+기도카드건 문의입니다.원하는 바는 2가지입니다.1.길드 자판기에서 구매할 수 있는 기도카드의 숫자를 늘려주세요.? 복귀유저나 신규유저는 어느세월에 따라잡습니까 이거.. 주마다 20개인데 빨간색 3주째 별로 안나와서 고통입니다.2.이번 이벤트때문에 생각난건데 금장 1500개까지는 보스재료와 교환이 되도록 해주시면 안될까요어차피 기존유저들과의 격차는 기존 아이템부터 시작해서 의상으로 충분하다고 생각합니다.
2019.03.29. 08:08,친구 일괄 삭제 기능 추가 바랍니다.접속 안하는 친구리스트 간편하게 기간 조건으로 소팅하여 일괄 삭제 할수 있는 기능 좀 넣어주시오~하나하나 지우기 귀찮고 별로 어렵지도 않을듯 한데 유저 편의를 위해 좀 넣어주시오
2019.03.28. 15:25,원소융합지팡이(인피니티)도 세트효과를 달라!!!!!!법사무기가 포텐셜로만 귀결되고 있습니다.스나는 질풍도 쓰고 킹크랩도 쓰는데!!!!융지도 견고셋이나 오를셋과 세트효과를 주시면 법사의 유형에도 다양성이 생기지 않겠습니까!!!!포텐과 차별성을 가지게 광역 마법 세트효과를 융지도 달라!!!!!!!법사는 광역!!! 포텐셜 우우우우!! 융지 와와와와!!!!
2019.03.28. 08:05,개늠들아.. 진짜 마법봉 버그 이딴식으로 넘어갈꺼냐양심없는 넘들아..니들이 생각해도 이건 좀 아니지 않냐?안하는건지 못하는건지는 모르겠다만..뭔가 언질은 있어야지 이런식으로 넘어가는건 아니지
2019.03.27. 10:43,뚜벅이의 비애룬나키우고 있습니다.사냥중 몹이 이동하면 뚜벅뚜벅 따라가며 세월을 보내다가 원거리 타 유저한테 몹을 빼앗김.뭔가 조치가 필요한거 아닌가요... 원거리 캐릭도 키우고 있지만 원거리가 그냥 더 좋다는 생각밖에 안드네요몹이 이동중 운좋게 몇대쳐도 지갈길가면서 뚜벅 거립니다...원거리 키우라그럼 할말은 없는데 근거리 캐릭이 좀 힘드네요.라그를 애정으로 하는 사람으로서 건의하는바 글남깁니다.뭐 내가 글쓴다고 바뀌지 않을건 아는데 그냥 답답노답임
2019.03.27. 01:01,"매직크리에이터 연 템도 인첸 옮길수 있게 해주세요.연가챠에서 나온 템들 인첸도 옮길수 있게 해주세요.연가챠 템 인첸을 -> 월가챠,연가챠 템으로서로 자판기 상관 없이 옮길수 있으면 좋겠습니다."
2019.03.26. 23:19,무라마사 건의무라마사는 마법부여 업그레이드 업나요나름 잼나게 하는대기분이 찜찜 ㅎ
2019.03.26. 19:30,케릭터 칸 늘려주세요라그m 처음나올때문어 즐겁게 하고있는 유저인대 무과금 유저다보니?다케릭 육성하면서 하고싶은대 케릭 칸이 3칸뿐이라 더하고싶어도 못해요 ㅋㅋ
2019.03.26. 09:40,"이거 오늘자 업데이트 신규유저 놀리려고하는거죠?오늘로 라그 30일차 프로페서를 키우는 신규유저입니다---------그런데 라린이샵이 세이지 직업군은 사용불가네요?그럼 라린이주문서를 못사네요??ㅎㅎ물론 나온지 얼마안된 직업군이니까 점핑을 못하게하려는건 이해합니다.하지만 정말 이해가 안되는건라린이에게 지원하려고 만든 상품(라린이 주문서)을 바드나 댄서, 세이지를 선택한 신규유저가 못산다는 겁니다.신규유저가 게임을 시작할 때 흥미위주로 직업군을 고르지 못하고 다 조사해서 나온지 얼마안된 직업군은 거르고 시작해야하나요?나온지 얼마안된 직업군을 고른 신규유저는 라린이가 아닌건가요?아니면 라린이는 라그나로크 어린이가아니라 다른의미였나요?제가 이 공지를 잘못 이해했길 바랍니다.안그래도 제작 재료모아야하는데 이 공지 때문에 mini나 mvp를 고랩분들에게 밀려서 잡기도 힘들어졌고(스틸x) 이제는 가격까지 오르겠네요 ㅎㅎ현질탬 많이만드는건 상관없지만 유저를 떠나가게하는 패치는 지양했으면 좋겠습니다."
2019.03.25. 22:28,카메라기능으로 사진찍고 저장좀 잘되게해줘요 ㅠ기기에 저장 암만눌러도 기기에 저장이안돼!한두장 저장되면 그다음부터 먹통이야!좋은사진들 다 날라가잖어요 젠장!개인앨범은 아직도 팅기고 안열리고짜증나아아아아아아
2019.03.24. 22:19,길드 엠블럼 변경건중국서버는 저작년부터 길드 엠블럼을 유저가 등록 사용할 수 있었는데한국서버에서는 등록시 오류가 일어나서 패치를 안해주는건가요?아니면 엠블럼 등록시 메일을 보내서 심의를 거치는데 그걸 못해서 업데이트를 안하고 있나요?길드별로 다른 엠블럼을 달고 있으면확인하기도 편하고 개성적이기도하고 좋을거같아요
2019.03.23. 05:33,1주년 이벤트 건의창고에 썩어남는 이벤트 주화는 더이상 쓸대가없네요 이벤트포링상점 내용물을 리셋시켜주는건어떨까요.
2019.03.21. 17:27,그래서 마법봉은..? 어찌처리하고 있나요?진짜 사람이 아무 말도 안하고 있으니 호구로 보이나..정말 욕나오긴 하는군요.
2019.03.21. 12:46,신규 유저 혜택 건의이제 접는사람 뿐인데..신규유저 유치좀 합니다.신규유저 혜택으로. 일일 제닌 10만사슬 하루에 1개씩경험치비약 하루에 1개씩30일특전 한장요리 음식 30일 푸쉬신규유저가 게임좀 원할하게 할수있도록 서비스사에서 노력좀 했으면 좋겠습니다.
2019.03.20. 23:20,범위지정 스킬들 제자리에서 바로 사용할수 있도록 하는 모험스킬 건의특정 지점을 지정해 사용하는 범위스킬들 캐릭터 기준 제자리에서 바로 사용되도록 하는 모험스킬 요구합니다.?액티브스킬 선택시 제자리에서 바로 스킬이 나가도록 말이죠.
2019.03.20. 18:41,분진 노점삽니당?!!100개정도 구입 원합니당 ㅎ 할인해주실분 ㅠㅠ
2019.03.19. 23:42,다음번 업데이트에서는 헤어스타일 추가해주세요~헤어스타일 지금도 많이 있지만~ 더 있었으면 좋겠어요~
2019.03.19. 21:26,결혼시스템에 부부간에 1:1거래를 성사시켜주시죠?결혼한 사이는 1:1거래가 되면 어떨까요?피씨라그는 1:1거래가 되서 좋았는데 말이에요...ㅋ
2019.03.19. 15:16,카프라 뭐하냐진짜  아니 올리는 글마다 족족 삭제하는 이유가 뭔가아ㅕ?거래소에 아이템 올렸다고 사가라고 올린글을 왜지우는거예요?현금이라도 받고 판다고 했습니까?그냥 거래소에 올렸다고?한번은 실수인가 했더만 올리는 족족 지우는 이유가 뭐예요개짱나네 진짜
2019.03.19. 10:23,"그래서 마법봉은 어떻게 되는건가요??뭔 얘기가없어직변때 쓸려고 모아뒀던 사람들 다 호구만들고, 악용은 공지도 없고답변좀 주시죠"
2019.03.19. 09:21,실버 훈장 사용처를 좀 더 늘려주세요3차 초월 끝나고 창고에 실훈 지금 700개 넘어가는데요4차도 그냥 실훈으로 영증사서 초월하게 해주면 안돼요??어제 무탑 길던 죄다 망자가 마야로 나와서 이번주 죽은자의 기운 피똥쌌습니다...열받아서 소주 한병 까고잤네요
2019.03.18. 22:00,로포 사용기간 좀 늘려주시죠ㅠ로포 사용가능시간 30일중 동결 4일은 넘 기간이 짧은거 아닙니까사용가능시간 좀 늘려주시고 동결시간 좀 줄여주세요ㅠ
2019.03.18. 19:54,낙원단 주화 상점 판매 되게 해줘요살것도 몇 없는데 쌓이기만 하고 자리 차지만 하고..
2019.03.17. 08:10,발자취 아벤트 나만 안되는거야?아이디 입력후 아무리 확인 버튼을 눌러도 반응이 없습니니다. 새로고침 하면 된다고 하는데 그것도 안되고 어제 1시간동안 별짓을 다하다 포기 ㅡㅡ?사용하는 폰은 아이폰 플러스 입니다그리고 이런 이벤트때는 그냥 접속만 해도 주는?이벤트로 해주세요아이디 입력하는게 무슨 의미가 있다고 ...아무튼 빠른 조치 부탁 드려요
2019.03.15. 18:09,카프라님 골드훈장 공용창고 옮길수있게 건의한계정내에있는 캐릭들공용창고로 골드훈장 옮길수있게 건의합니다직변 나오기전에 몰랐던 유저들 부캐들위해서라도요 지금?신규유저보다 빠지는 유저만 더늘어나는데..;;옮겨지더라도 밸런스붕괴 및 악용은 없을거라하는데?골훈수급용 부캐만들어서 옮겨도 그 얼마나 더 챙긴다고
2019.03.15. 15:02,1주년 기념 3탄으로 성전환할수있게쫌요!!고코써사라도 할테니깐 3탄으로 성전환쫌 한번 리셋합시다!! 그거하면 바꿀사람도많고 돈도잘될텐데 쫌합시다요
2019.03.14. 16:44,그 많던 유저는 다 어디로 간 것일까6.0 나오면 복귀자 늘거라 기대해봅니다 ㅠ
2019.03.14. 10:45,이번가챠!!!!!!!!!!!!어렵게 번 돈게임 캐릭터 옷 입히는데 신경쓰기보다화이트데이 사탕 한다발 들고가서사랑하는 내님에게 더 신경씁시다라고 말하고4번에 투표 하였습니다죄송합니다
2019.03.14. 08:01,"제발 관리좀 해주세요플레이스토어나 앱스토어 가서 최근에 어떻게 댓글달리는지는 확인합니까??버그부터 시작해서 아이폰 튕김, 최적화 손댈거 많은거같은데 왤케 조용하지제발 관리좀 해요"
2019.03.14. 01:30,중국라그 한글번역판 ㅡㅡ;그라비티는 한국회사가 아닌거죠~본사는 일본인거죠~에반게리온 코스만 봐도 답이 나오죠~?노비스에서 프론테라 입성할때 에니메이션?뮤직 비디오가 나오는데 한국판에?없는 이유가?애국심 때문인지... 아니면 규제??정말 글러벌 하지 못하네요~ 애들도 아니고~?정말 궁금한게 있는데요한국 그라비티에서 라그나로크 IP를 이용해 게임을 개발 할 수 있나요??답변 부탁이요~
2019.03.14. 01:12,"운영자님 이런거 건의 하면 반영되나요?신규분들 적응이라도 빨리 하시고 정착 할스 있게미니보스 드랍률 상승이라도 해주세요,, 그나마 살아날꺼 같은데 ㅠ"
2019.03.13. 23:46,운영자님 자만키플레이트 제련시 티어업 개선좀 해주세요제련시에 5 10 이런식으로 게브네이랑 풀플레이트도 있는데 자만키도 개선좀 부탁드립니다.타 갑옷에 비해서 너무구립니다.
2019.03.13. 16:54,재탕이벤트 다 필없고 그래서 마법봉 악용자는?이벤트 꼬라지 하고는..재탕 재탕에 또 상자팔이냐다 필없고 버그 악용자들 어케할꺼냐고
2019.03.11. 17:49,펜릴 사슬 쓰고 카드가 나왔는데 한장이네요 펜릴 사용하고 자동사냥중에 카드가 나왔는데한장 뿐이네요 잘 나오지도 않는데조치좀 부탁드려요
2019.03.11. 15:46,워그스나 호흡기좀 붙여주세요워그스트라이크 출혈대신 라그나로크 온라인처럼 경직이라도 넣어주세요?아니면 어택이 블릿츠비트 딜공식에 배율적용되도록밸런스좀 잡아주세요...
2019.03.11. 13:44,진짜 마법봉 이슈 이렇게 넘길거임??이건 아니지..확실하게 악용한 사람을 찾아서 처리해주삼..이렇게 은근슬적 넘어갈 문제가 아닌데 너무 대충 일처리하는거 아님?그리고 사용 못한 내 마법봉 사용할수있게 돌려노라고..안쓰고 아끼고 있었는데 짜증나게 ㅡ0ㅡ
2019.03.11. 11:18,마법봉 사용할수 있게 돌려놔라..!!버그가 있으면 버그를 막아야지..아에 사용을 못하게 막아버리는건 무슨 개같은 경우냐!그리고 악용한 사용자은 그냥 이대로 넘어가기냐!운영 한번 참 잣같네 진짜
2019.03.10. 16:50,갤럭시S9플러스인데 업글하고 나서 채팅이 안됩니다채팅창에 자판이 안나오네 빠른조치 바랍니다
