hashtags,numoflikes,date
"['#라그나로크m', '#라그', '#라그나로크모바일', '#game', '#mmorpg', '#모바일게임', '#스나이퍼', '#팔콘', '#곰인형']",좋아요 5개,2018년 11월 02일
"['#Repost', '#그라비티', '#라그나로크', '#라그나로크M', '#음악', '#피로도', '#회복', '#프론테라']",177,2018년 03월 14일
"['#라그나로크', '#라그나로크m', '#winner', '#ragnarok']",0,2018년 06월 21일
"['#투샷', '#오아희', '#소이', '#마지막날', '#g_star', '#카프라', '#모델', '#2017지스타', '#photo', '#지스타', '#그라비티', '#라그나로크M', '#댄스', '#공연', '#이너스컴', '#포즈', '#게임쇼', '#gameshow', '#gravity']","좋아요 2,072개",2017년 11월 27일
"['#라그나로크M', '#라그M', '#그라비티', '#Gravity', '#EP5', '#월드보스', '#망자보스', '#망자카드']",좋아요 10개,2018년 11월 21일
"['#hi', '#라그나로크M', '#마냥좋아', '#즐겜', '#7개월째', '#하고있는', '#귀여운게임', '#게임스타그램']",좋아요 17개,2018년 09월 01일
"['#거북이', '#커먼머스크터틀', '#구피', '#가재', '#오묘한조합', '#똥안치워서좋다', '#라그나로크m', '#건강한우리애들']",좋아요 25개,2018년 03월 20일
['#라그나로크m'],좋아요 3개,2018년 03월 21일
['#라그나로크m'],좋아요 667개,2018년 03월 19일
"['#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 119개,2018년 03월 27일
"['#애플환불', '#삼국지블랙라벨', '#삼국지M', '#여명', '#글로리', '#짐의강산', '#운명', '#래빗인더문']","좋아요 1,011개",2018년 06월 11일
['#리니지m'],좋아요 6개,2018년 06월 23일
"['#애플환불', '#삼국지블랙라벨', '#삼국지M', '#여명', '#글로리', '#짐의강산', '#운명']","좋아요 1,011개",2018년 06월 11일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#광고']",좋아요 81개,2018년 03월 14일
"['#오아희', '#밍키', '#오밍키', '#카프라', '#지스타', '#지스타2017', '#gstar', '#gstar2017', '#벡스코', '#그라비티', '#라그나로크', '#라그나로크m']",좋아요 22개,2017년 12월 30일
"['#부산', '#벡스코', '#그라비티', '#라그나로크m', '#모델', '#레이싱모델', '#한가은', '#가웅베베']",좋아요 16개,2017년 11월 27일
"['#2017지스타', '#벡스코', '#부산', '#지스타', '#그라비티', '#라그나로크', '#라그나로크M', '#카프라', '#카프라모델', '#퍼포먼스', '#레이싱모델', '#한소울', '#오아희', '#쏘우리', '#엄지척']","좋아요 1,148개",2017년 11월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#실리콘', '#포링', '#모찌모찌', '#기모찌', '#키즈노리', '#KIDSNORI']",245,2018년 08월 02일
[],좋아요 19개,2018년 12월 04일
"['#라그나로크m', '#CEO크루', '#일상스타그램', '#언팔싫어', '#딸스타그램', '#먹스타그램', '#잡스타그램', '#맞팔', '#소통', '#먹방', '#선팔', '#육아소통', '#육아스타그램', '#선팔맞팔', '#맛스타그램', '#선팔하면맞팔', '#맛집', '#맛있어', '#맛있다', '#먹거리', '#맞팔해요', '#선팔해요', '#심쿵', '#인스타베이비', '#아기스타그램']",좋아요 89개,2018년 05월 18일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#장난', '#변신_스크롤', '#모험가는_못_말려']",104,2018년 04월 13일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#고양이', '#용병', '#고론', '#사냥', '#보조형', '#작은_냥이가_맵다']",431,2018년 04월 12일
"['#라그나로크m', '#라그m', '#모바일게임', '#알데바란', '#시계탑', '#낮', '#페코페코', '#요니', '#실내', '#산수찍기', '#인어공주의', '#눈물', '#렌즈', '#머리는', '#게펜에서', '#염색은', '#알데바란에서', '#사진찍기', '#다산수', '#기록사진', '#모험수첩']",좋아요 3개,2019년 01월 04일
"['#칼라클레이', '#아이클레이', '#하비클레이', '#클레이아트', '#클레이피규어', '#피규어만들기', '#피규어제작', '#취미', '#취미생활', '#키덜트', '#라그나로크m', '#라그나로크', '#모바일게임', '#캐릭터피규어', '#캐릭터', '#airdryclay', '#clayart', '#clay', '#clayfigure', '#ragnarok', '#ragnarokmobile', '#좋아요반사', '#좋아요', '#좋반', '#선팔맞팔환영', '#선팔하면맞팔']",좋아요 50개,2018년 03월 21일
"['#지스타', '#GSTAR', '#지스타2017', '#벡스코', '#카프라', '#라그나로크M', '#그라비티', '#이다연', '#소이', '#한소울', '#오아희', '#대포', '#구형대포', '#캐논대포', '#잇츠미락']",좋아요 93개,2017년 11월 23일
"['#서프라이즈', '#5urprise', '#라그나로크M', '#뮤비']",좋아요 69개,2018년 03월 19일
"['#rzcos', '#portrait', '#model', '#snap', '#daily', '#photo', '#Ragnarok', '#grabity', '#arkbishop', '#beauty', '#cospre', '#cosplay', '#game', '#수야', '#코스튬플레이', '#화보', '#라그나로크', '#아크비숍', '#여체화', '#영원한사랑', '#게임', '#라그나로크M', '#맑음', '#컨셉사진', '#少女', '#美少女']","좋아요 1,225개",2018년 03월 26일
['#울강쥬니'],52,2018년 03월 14일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#매직러쉬']","좋아요 1,059개",2018년 04월 23일
"['#라그나로크', '#Ro', '#라그나로크m', '#仙境??', '#gravity', '#mobilegame', '#手游', '#mmorpg']",좋아요 8개,2018년 06월 07일
"['#라그나로크M', '#라그', '#업데이트', '#신규직업', '#법사', '#마법사', '#세이지']",88,2018년 11월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#채널', '#이동', '#영원한사랑', '#보고싶어요', '#아무도_막을_수_없어']",좋아요 14개,2018년 06월 15일
"['#라그나로크m', '#병와인']",좋아요 6개,2018년 04월 20일
"['#2017지스타', '#지스타', '#그라비티', '#오아희', '#한소울', '#이다연', '#소이', '#라그나로크m', '#그라비티공연', '#댄스', '#공연', '#가시나', '#포즈', '#국제게임쇼', '#벡스코', '#Gravity', '#Gameshow', '#Bexco']",630,2017년 11월 17일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#스나이퍼', '#코시스', '#코스프레', '#유희', '#대존예', '#코스이즈', '#cosplay', '#cosis', '#yuhee']",좋아요 64개,2018년 03월 21일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 6개,2019년 05월 23일
['#오래만'],좋아요 37개,2018년 06월 13일
"['#은수타그램', '#원피스', '#미호크', '#악마의열매', '#흰수염', '#건강', '#맛집', '#티볼리에어', '#로보카폴리', '#라그나로크m', '#현질', '#김병만의이사', '#날씨더워']",좋아요 43개,2018년 08월 07일
"['#라그나로크m', '#게임', '#32인치', '#17인치', '#휴일', '#현충일', '#공휴일', '#빙글뱅글']",좋아요 16개,2018년 06월 06일
"['#바쁜와중에도', '#게임은', '#놓치지않았다', '#길드장이_되었다', '#라그나로크m', '#버거킹', '#행복해여', '#나도야구장갈거다', '#제주도도갈거다', '#놀거다']",좋아요 18개,2018년 04월 02일
"['#일상', '#일기', '#뻘소리', '#라그나로크', '#라그', '#라그나로크m', '#모바일게임', '#앱게임', '#잘자', '#자자', '#언능자', '#감기가무섭다']",좋아요 12개,2018년 03월 18일
"['#라그나로크m', '#지스타', '#지스타2017', '#그라비티', '#이다연', '#모델', '#행사', '#전시', '#벡스코', '#부산', '#울산', '#양산', '#증산', '#촬영']",좋아요 70개,2017년 11월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#거래소', '#오늘도_여전히_평화로운_라그M_거래소', '#라그M_나라']",좋아요 23개,2018년 03월 18일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#라그나로크모바일', '#언제나_함께', '#어디서든_소환', '#너랑나랑', '#둘이서']",86,2018년 05월 28일
"['#모바일게임', '#게임스타그램', '#게임', '#라그나로크m', '#아이패드', '#Lucian']",좋아요 34개,2018년 10월 11일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#운명', '#리니지m']","좋아요 1,069개",2018년 04월 14일
[],좋아요 317개,2017년 11월 23일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#라그나로크모바일', '#귀여운_친구', '#호문클루스']",99,2018년 06월 25일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#키즈노리', '#KIDSNORI', '#집사', '#옷', '#만들기']",186,2018년 08월 21일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#댕댕', '#이다연', '#카프라', '#그라비티', '#라그나로크M']",좋아요 8개,2017년 11월 22일
"['#Repost', '[#서강준', '#라그나로크M', '#광고촬영현장', '#판타지오', '#뷰디오', '#화이트데이', '#선물같은남자', '#사탕말고서강준']",31,2018년 03월 15일
['#리니지m'],좋아요 6개,2018년 07월 05일
"['#라그나로크m', '#스나이퍼', '#코스프레']",좋아요 573개,2018년 03월 22일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",176,2018년 03월 29일
"['#그라비티', '#라그나로크M', '#라그M', '#gravity', '#11월', '#울트라맨', '#콜라보']",208,2018년 11월 05일
['#리니지m'],좋아요 7개,2018년 03월 19일
"['#그라비티', '#라그나로크', '#라그나로크M', '#상인', '#신기한_직업', '#라그M', '#모바일게임']",좋아요 18개,2018년 03월 28일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M은_못_말려']",좋아요 23개,2018년 03월 19일
"['#라그나로크', '#궁수']",좋아요 11개,2018년 03월 15일
"['#라그나로크M', '#그라비티', '#Gravity', '#라그M', '#EP50', '#펫이_달라졌어요']",좋아요 15개,2018년 11월 15일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 75개,2018년 03월 20일
"['#라그나로크M', '#라그M', '#그라비티', '#이벤트', '#당첨자발표', '#감사합니다']",좋아요 19개,2018년 05월 25일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#광고']",좋아요 62개,2018년 03월 14일
"['#그라비티', '#라그나로크', '#라그나로크M', '#슬기로운_감빵생활', '#슬기로운_라그나로크M_생활', '#라그M']",좋아요 42개,2018년 02월 22일
"['#오아희', '#오밍키', '#그라비티', '#라그나로크', '#라그나로크m', '#카프라', '#대만', '#taiwan', '#gameshow', '#게임쇼', '#taipeigameshow', '#taipeigameshow2018']","좋아요 2,564개",2018년 01월 28일
"['#2017지스타', '#그라비티', '#벡스코', '#라그나로크m']",0,2017년 11월 23일
"['#Repost', '#그라비티', '#라그나로크', '#라그나로크M', '#200만', '#진심으로_감사드립니다', '#곧_만나요']",좋아요 8개,2018년 03월 12일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#이벤트', '#와플메이커']",좋아요 55개,2018년 03월 28일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#오아희', '#오밍키', '#카프라', '#그라비티', '#라그나로크M']",좋아요 2개,2017년 11월 22일
"['#Repost', '#라그나로크M', '#그랜드오픈', '#기다리던_오픈일정_공개', '#그라비티', '#기다려주셔서_감사합니다']",좋아요 12개,2018년 03월 12일
['#라그나로크m'],좋아요 17개,2018년 08월 08일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#매직크리에이터연', '#12월', '#크리스마스']",227,2018년 12월 19일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#콜라보', '#국민마술사', '#최현우', '#더브레인', '#마술공연', '#이벤트']",106,2018년 11월 19일
"['#구글환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#여명', '#글로리', '#짐의강산', '#운명']",좋아요 6개,2018년 07월 30일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#매의_지각능력', '#모험스킬', '#mini', '#몬스터']",좋아요 16개,2018년 04월 11일
"['#라그나로크m', '#법사', '#게임', '#모바일', '#메테오']",좋아요 8개,2018년 03월 28일
"['#gravity', '#그라비티', '#라그나로크m', '#라그m', '#게임', '#모바일게임', '#PVP', '#랭크모드', '#보상']",121,2019년 03월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#머리', '#헤어스타일', '#세리아', '#머리_위에_사과는_왜']",좋아요 30개,2018년 04월 23일
"['#라그나로크M', '#그라비티', '#Gravity', '#4월', '#코스튬', '#무엇', '#어머_이건_꼭_사야해']",좋아요 20개,2018년 04월 02일
"['#그라비티', '#라그나로크', '#라그나로크M', '#채널이동', '#꿀팁은_계속_됩니다']",좋아요 18개,2018년 03월 23일
"['#Repost', '[#픽앤톡', '#서강준', '#라그나로크M', '#광고촬영현장', '#판타지오', '#픽앤톡', '#화이트데이', '#선물같은남자', '#사탕필요없음']",좋아요 25개,2018년 03월 15일
"['#모바일게임', '#라그나로크m', '#라그m', '#16a', '#길드', '#미인', '#같이해요', '#길드가입문의', '#친구추가', '#선플하면맞팔', '#lolo', '#구걸']",좋아요 6개,2018년 04월 10일
"['#라그나로크m', '#윤아', '#서강준', '#잼있는게임', '#모바일겜', '#갓겜']",좋아요 12개,2018년 03월 11일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#중급', '#가이드', '#나도_라그M_마스터']",140,2018년 04월 24일
"['#그라비티', '#라그나로크', '#엔젤링', '#포링', '#핫초코', '#라떼아트', '#라그나로크M', '#gravity', '#ragnarok', '#ragnarokm', '#rpg', '#모바일게임', '#온라인게임', '#추억가득', '#달달한']",좋아요 56개,2018년 02월 01일
"['#라그나로크m', '#daily', '#instadaily', '#dailylook', '#ootd', '#outfit', '#shoes', '#dirtyshoes', '#rickowens', '#street', '#streetfashion', '#streetstyle', '#darkwear', '#fashion', '#데일리', '#데일리룩', '#인스타데일리', '#일상', '#아웃핏', '#오오티디', '#스트릿', '#스트릿패션', '#다크웨어', '#패션', '#패션스타그램', '#릭오웬스', '#신발', '#신발스타그램', '#발샷', '#더러워']",좋아요 137개,2018년 04월 12일
